"","drug","SYMBOL","logFC"
"Gm151331","VEGFR","Gm15133",0.114465902044991
"Nbeal11","VEGFR","Nbeal1",0.106372178995191
"Ppm1j1","VEGFR","Ppm1j",-0.120724680166279
"Cygb","VEGFR","Cygb",0.100567439761919
"Rpl30-ps11","VEGFR","Rpl30-ps1",0.13696438099232
"1700016P03Rik1","VEGFR","1700016P03Rik",-0.10135310512444
"Gm154451","VEGFR","Gm15445",0.116499187604172
"Rad54b","VEGFR","Rad54b",0.102503248413213
"Gm47525","VEGFR","Gm47525",-0.0986520154335487
"Cyp2a5","VEGFR","Cyp2a5",0.244690825509717
"Gm378241","VEGFR","Gm37824",-0.127345173168962
"Gm550011","VEGFR","Gm55001",-0.189680779971426
"Ly6e1","VEGFR","Ly6e",0.106441011719493
"Gm486101","VEGFR","Gm48610",0.0990415979479842
"Nme21","VEGFR","Nme2",-0.117682109760514
"Elfn11","VEGFR","Elfn1",0.121359768903377
"Gm127811","VEGFR","Gm12781",0.15220731861919
"C21","VEGFR","C2",0.118771643989903
"Gm565431","VEGFR","Gm56543",0.105392517402417
"A730011C13Rik1","VEGFR","A730011C13Rik",-0.111884550857692
"Sec24d","VEGFR","Sec24d",-0.101348572525343
"Gm38882","VEGFR","Gm38882",-0.098606010243898
"G0s21","VEGFR","G0s2",0.100251833374641
"Ankrd40cl","VEGFR","Ankrd40cl",-0.125627634542252
"Gm29621","VEGFR","Gm2962",-0.0998217323794054
"Gm171931","VEGFR","Gm17193",-0.116585307534219
"Dgka","VEGFR","Dgka",0.100095249591015
"Gm117021","VEGFR","Gm11702",-0.148136838268144
"Ctss","VEGFR","Ctss",0.137538002492248
"Gm291631","VEGFR","Gm29163",0.141977868625699
"Cyp2s1","VEGFR","Cyp2s1",0.103111591195328
"Slc26a71","VEGFR","Slc26a7",-0.117876968455832
"Serinc21","VEGFR","Serinc2",-0.104343582368457
"Rapgef4","VEGFR","Rapgef4",0.101341760499814
"Gm278251","VEGFR","Gm27825",0.121046209458609
"Gm129811","VEGFR","Gm12981",0.14662603918543
"Polr3f","VEGFR","Polr3f",0.0977482494786423
"Igf1","VEGFR","Igf1",0.10815548922168
"Slpi1","VEGFR","Slpi",0.119717161480587
"Nutf2","VEGFR","Nutf2",-0.0986350372578182
"Gm205111","VEGFR","Gm20511",0.15598174508584
"1700029K24Rik1","VEGFR","1700029K24Rik",0.114241447419725
"Gm5271","VEGFR","Gm527",-0.0986832914556344
"Pym1","VEGFR","Pym1",0.100410218852518
"Adamts7","VEGFR","Adamts7",0.107608913183231
"Ftx1","VEGFR","Ftx",-0.104651292945584
"Gm499801","VEGFR","Gm49980",0.108344897882573
"Gm437301","VEGFR","Gm43730",-0.104785277911675
"Hoxb41","VEGFR","Hoxb4",0.103802581388888
"Pgam1","VEGFR","Pgam1",-0.0983684265021963
"Gm6520","VEGFR","Gm6520",-0.0967125362042855
"Cdkl4","VEGFR","Cdkl4",0.099451619536213
"Qtrt2","VEGFR","Qtrt2",0.106457657276332
"Mtpn1","VEGFR","Mtpn",-0.0982421848124278
"Gm220821","VEGFR","Gm22082",-0.153770432313171
"Clk21","VEGFR","Clk2",0.112630172854909
"Emilin21","VEGFR","Emilin2",0.133612917817067
"Gm8122","VEGFR","Gm8122",-0.138558805837644
"Rap1gap1","VEGFR","Rap1gap",0.100424878345125
"Gm107051","VEGFR","Gm10705",-0.156311480553377
"Nanos3","VEGFR","Nanos3",0.0990211182101857
"Chrna91","VEGFR","Chrna9",0.102065727464995
"Phf1","VEGFR","Phf1",0.109948241290275
"Gm373171","VEGFR","Gm37317",-0.125749282675651
"Mir344d-11","VEGFR","Mir344d-1",0.28261815877064
"Fgd2","VEGFR","Fgd2",-0.144414974842822
"Gm480581","VEGFR","Gm48058",0.113855696195485
"Gm428891","VEGFR","Gm42889",0.100636168815348
"Ywhag","VEGFR","Ywhag",0.102116682399995
"Ovol31","VEGFR","Ovol3",-0.122963717462109
"Ctdsp2-ps1","VEGFR","Ctdsp2-ps",0.099543985323035
"Gm204611","VEGFR","Gm20461",0.103304889967847
"Gm172101","VEGFR","Gm17210",-0.0994975415050558
"Bpnt21","VEGFR","Bpnt2",-0.0997434385405454
"Gm259651","VEGFR","Gm25965",-0.260100340861908
"Irx3os","VEGFR","Irx3os",-0.100990506696466
"Havcr11","VEGFR","Havcr1",-0.119191359928671
"Gm123281","VEGFR","Gm12328",-0.10459511710352
"Cacnb3","VEGFR","Cacnb3",0.101905508340289
"Mir145a1","VEGFR","Mir145a",-0.216795876240503
"Gm532071","VEGFR","Gm53207",0.0980276278267309
"Zfp9501","VEGFR","Zfp950",0.0963688696317417
"Npy1r1","VEGFR","Npy1r",0.168489262209294
"1810041H14Rik1","VEGFR","1810041H14Rik",0.106373627927204
"Ltbp11","VEGFR","Ltbp1",0.113933176803859
"1700064H15Rik1","VEGFR","1700064H15Rik",-0.106907456193798
"Tgif1","VEGFR","Tgif1",0.110707175737281
"Gm451511","VEGFR","Gm45151",-0.112364781776635
"Gm38192","VEGFR","Gm38192",0.109271128046384
"Lynx1","VEGFR","Lynx1",0.108510081033734
"Ighg2c1","VEGFR","Ighg2c",0.16435886159693
"Apol9b1","VEGFR","Apol9b",-0.105790599560504
"Ces2e1","VEGFR","Ces2e",-0.110191677973549
"Gm458341","VEGFR","Gm45834",0.117284097666912
"Hoxa61","VEGFR","Hoxa6",-0.114388269503212
"Gm347581","VEGFR","Gm34758",-0.0998481268998212
"Umad11","VEGFR","Umad1",-0.100036303232644
"Thbs11","VEGFR","Thbs1",0.112764900755124
"Adamtsl2","VEGFR","Adamtsl2",0.127012638795809
"Arl91","VEGFR","Arl9",-0.145344424016946
"Zkscan3","VEGFR","Zkscan3",0.094854103649647
"Btnl91","VEGFR","Btnl9",0.0983114088397742
"Agpat41","VEGFR","Agpat4",0.177383422475689
"Tob11","VEGFR","Tob1",-0.107826055727037
"Gm565361","VEGFR","Gm56536",-0.11416739369327
"Gm50931","VEGFR","Gm5093",-0.144352172272343
"Ccnd11","VEGFR","Ccnd1",-0.175800001171153
"Uap1","VEGFR","Uap1",0.0974094514669116
"Six1","VEGFR","Six1",-0.0989233728999526
"Gm26664","VEGFR","Gm26664",0.100712476518931
"Suv39h1","VEGFR","Suv39h1",0.0942725452637904
"Gm170571","VEGFR","Gm17057",-0.101807743472495
"Sfrp11","VEGFR","Sfrp1",-0.17430653753238
"Gm497851","VEGFR","Gm49785",0.108893109210524
"Ccdc31","VEGFR","Ccdc3",0.104989945021672
"Irs21","VEGFR","Irs2",0.193766352814043
"Arhgap29","VEGFR","Arhgap29",0.0990351505856658
"Spag6l","VEGFR","Spag6l",-0.101535486528463
"5830444B04Rik1","VEGFR","5830444B04Rik",-0.107261908326549
"Clmp","VEGFR","Clmp",0.0959918635359312
"Fam193b1","VEGFR","Fam193b",0.129001436071522
"Gm459091","VEGFR","Gm45909",-0.113649766928595
"Gm129321","VEGFR","Gm12932",0.101499536252366
"Rps10-ps11","VEGFR","Rps10-ps1",0.121884599976529
"Lpo1","VEGFR","Lpo",0.110123244549525
"Csf1r","VEGFR","Csf1r",-0.0983169169652199
"Gm26021","VEGFR","Gm2602",0.0948358022442329
"Gm119921","VEGFR","Gm11992",-0.0930678013809884
"Gm26660","VEGFR","Gm26660",0.103847192335685
"Rsrp11","VEGFR","Rsrp1",0.110930448266462
"Gm377541","VEGFR","Gm37754",0.122881776057307
"Gm115361","VEGFR","Gm11536",0.107527840109399
"Gm111921","VEGFR","Gm11192",-0.105811378405767
"Mettl5os1","VEGFR","Mettl5os",0.109009888826947
"Slain2","VEGFR","Slain2",0.094847306777684
"Uroc11","VEGFR","Uroc1",-0.0990126242618566
"Hoxb5os","VEGFR","Hoxb5os",0.0978883831631727
"Tdg-ps","VEGFR","Tdg-ps",0.0978779839282014
"Gm161581","VEGFR","Gm16158",0.109089752288428
"Lpar31","VEGFR","Lpar3",-0.0988840851680873
"Gemin61","VEGFR","Gemin6",0.0923052948137816
"Spata221","VEGFR","Spata22",-0.101644171932614
"Dlat","VEGFR","Dlat",-0.0941834687054726
"Gm76001","VEGFR","Gm7600",0.157887096013393
"Zfp9651","VEGFR","Zfp965",-0.104645836661097
"Zmat1","VEGFR","Zmat1",0.0967473200735248
"Socs21","VEGFR","Socs2",0.20277905891784
"Gm48350","VEGFR","Gm48350",0.0969830086886789
"Gm25410","VEGFR","Gm25410",0.0964028516153786
"Mir133a-21","VEGFR","Mir133a-2",-0.131232392367039
"Gm143021","VEGFR","Gm14302",-0.145214131461379
"Mdm4","VEGFR","Mdm4",0.109018738868812
"Ndufab1-ps1","VEGFR","Ndufab1-ps",0.0988048039033705
"BB187676","VEGFR","BB187676",0.115443838088575
"Gbgt1","VEGFR","Gbgt1",0.0920886274919475
"Pla2g12b1","VEGFR","Pla2g12b",-0.0936126235138627
"Pitx21","VEGFR","Pitx2",0.111049512327372
"H2bc6","VEGFR","H2bc6",0.0979789390320251
"Gm451701","VEGFR","Gm45170",-0.103986986488189
"Gm23105","VEGFR","Gm23105",0.0961790752876745
"Gm43759","VEGFR","Gm43759",-0.101708296796342
"Gm463321","VEGFR","Gm46332",-0.154551630759099
"Mfsd13b","VEGFR","Mfsd13b",-0.110090183736073
"1700126G02Rik1","VEGFR","1700126G02Rik",0.107610514468514
"Gm28557","VEGFR","Gm28557",0.0922859960052672
"Ninj21","VEGFR","Ninj2",-0.0937950183032708
"Fabp31","VEGFR","Fabp3",-0.0958702866073265
"Phgdh1","VEGFR","Phgdh",0.130127869945498
"Ihh1","VEGFR","Ihh",-0.107885620317528
"Gm101571","VEGFR","Gm10157",0.109765276111064
"Mir70271","VEGFR","Mir7027",0.175860830059438
"Gm155101","VEGFR","Gm15510",0.114024096535879
"Clasrp","VEGFR","Clasrp",0.0961668273508723
"Srrm21","VEGFR","Srrm2",0.098290134525
"Gm37691","VEGFR","Gm37691",0.122519601907076
"Hmgcs21","VEGFR","Hmgcs2",0.214775567556752
"Kif18b1","VEGFR","Kif18b",-0.0926340611899118
"Mir69051","VEGFR","Mir6905",-0.137312350950217
"Eif4ebp31","VEGFR","Eif4ebp3",0.220591469099994
"Gm565041","VEGFR","Gm56504",0.108702435518067
"Gm289011","VEGFR","Gm28901",0.104333451919832
"Gm135591","VEGFR","Gm13559",0.126368618957658
"Mir6151","VEGFR","Mir615",-0.14831005232081
"Matn2","VEGFR","Matn2",0.120517286419934
"Slc35b3","VEGFR","Slc35b3",0.0910457309137779
"Naprt","VEGFR","Naprt",0.0975107687509135
"Sh3bp11","VEGFR","Sh3bp1",-0.0984539516894316
"Gm10163","VEGFR","Gm10163",0.0909219657675679
"Zc3h6","VEGFR","Zc3h6",0.13557488668944
"A930041C12Rik","VEGFR","A930041C12Rik",0.092980414137949
"F51","VEGFR","F5",0.102942959720457
"Fbxl20","VEGFR","Fbxl20",0.103777468131123
"Gapdh-ps151","VEGFR","Gapdh-ps15",-0.0997055874085455
"Pcyt2","VEGFR","Pcyt2",0.0930818614547116
"Gm231231","VEGFR","Gm23123",0.0999153013963735
"Gm23991","VEGFR","Gm2399",0.098979056169402
"Arl5a1","VEGFR","Arl5a",-0.0924595868510497
"2810030D12Rik","VEGFR","2810030D12Rik",0.0955145378162244
"Gm454711","VEGFR","Gm45471",-0.0955264467084846
"Gm65921","VEGFR","Gm6592",-0.117289699857112
"1810062G17Rik1","VEGFR","1810062G17Rik",-0.108066064147605
"Mir63511","VEGFR","Mir6351",0.134038826535497
"Gm161851","VEGFR","Gm16185",0.120046233702299
"8430429K09Rik","VEGFR","8430429K09Rik",-0.0961201276045328
"Loxl21","VEGFR","Loxl2",0.0922968410518116
"Gm115101","VEGFR","Gm11510",-0.122456667542232
"Gm529561","VEGFR","Gm52956",0.0966171810567419
"Fam149a1","VEGFR","Fam149a",-0.0937543789037183
"Tgoln11","VEGFR","Tgoln1",-0.0900818615841933
"Cacna1a","VEGFR","Cacna1a",0.0934305939854452
"Rn18s-rs51","VEGFR","Rn18s-rs5",-0.133278643566138
"Gm223581","VEGFR","Gm22358",-0.160009058382184
"Mycbpap1","VEGFR","Mycbpap",0.130142672579285
"Wasf31","VEGFR","Wasf3",-0.103385428678863
"Rrm2b1","VEGFR","Rrm2b",-0.0921282789514166
"Atp7a1","VEGFR","Atp7a",0.114828625399005
"Gm365461","VEGFR","Gm36546",-0.124182435085524
"Gm5817","VEGFR","Gm5817",0.0906288059608382
"Gm269441","VEGFR","Gm26944",0.141325915665579
"Slc30a2","VEGFR","Slc30a2",0.0895710787115128
"Dmrt21","VEGFR","Dmrt2",0.0947595810722541
"Tet21","VEGFR","Tet2",0.112747702901215
"Mapkapk51","VEGFR","Mapkapk5",0.101090724923828
"Gm444291","VEGFR","Gm44429",-0.113008731105292
"C730036E19Rik1","VEGFR","C730036E19Rik",0.097576940789267
"Shbg1","VEGFR","Shbg",0.131701046339682
"Fbn11","VEGFR","Fbn1",0.105602543754693
"Stard5","VEGFR","Stard5",0.0962057238396578
"Irx4","VEGFR","Irx4",-0.0891265733959654
"Gm123161","VEGFR","Gm12316",0.101709152164955
"Gm105571","VEGFR","Gm10557",-0.105662930529768
"Cyp17a11","VEGFR","Cyp17a1",0.119599455247953
"Pacrg1","VEGFR","Pacrg",-0.0922755343780667
"Gm131231","VEGFR","Gm13123",-0.115772518667
"Cyth2","VEGFR","Cyth2",0.0925982434356324
"Rnf1491","VEGFR","Rnf149",-0.10057266951959
"Gm160961","VEGFR","Gm16096",-0.0953209625536619
"Fam163a","VEGFR","Fam163a",0.0883282270864625
"Atp6v1a1","VEGFR","Atp6v1a",-0.0977227560248976
"Gm15994","VEGFR","Gm15994",0.0985172171365142
"Zmynd151","VEGFR","Zmynd15",-0.0902150918141317
"Gm453801","VEGFR","Gm45380",-0.10880077298631
"Gm114651","VEGFR","Gm11465",0.103206920018233
"Gm341501","VEGFR","Gm34150",-0.0879261818960022
"1700021N21Rik1","VEGFR","1700021N21Rik",-0.0905650979166032
"Gnrh11","VEGFR","Gnrh1",0.0920331678447094
"Themis2","VEGFR","Themis2",-0.0912233627456407
"Gm456091","VEGFR","Gm45609",0.134420224290743
"Zfp395","VEGFR","Zfp395",0.106583040159017
"Gm87301","VEGFR","Gm8730",0.0978507363306403
"Gm468781","VEGFR","Gm46878",0.115190828293572
"Gm530641","VEGFR","Gm53064",0.206924220559669
"Gm199451","VEGFR","Gm19945",-0.0988225179469389
"Gm499671","VEGFR","Gm49967",-0.0889213211915482
"Gm116721","VEGFR","Gm11672",0.105341516399721
"Trim24","VEGFR","Trim24",0.0998473063896592
"Phpt1","VEGFR","Phpt1",0.0949815096402518
"Gm133941","VEGFR","Gm13394",0.119779176465376
"Islr","VEGFR","Islr",0.0961168264686903
"Crybb31","VEGFR","Crybb3",0.114215615017924
"Gm292371","VEGFR","Gm29237",0.101343838237218
"Oxr11","VEGFR","Oxr1",0.0896119054898418
"Gm569661","VEGFR","Gm56966",-0.103491942173109
"Akr1b11","VEGFR","Akr1b1",0.173709932904449
"Lrrc361","VEGFR","Lrrc36",0.091426720473014
"Gm306131","VEGFR","Gm30613",-0.136076967672424
"Xbp11","VEGFR","Xbp1",0.108098288115206
"Gm5814","VEGFR","Gm5814",0.0894320760636718
"Gm284391","VEGFR","Gm28439",-0.125220764419766
"Ttc5","VEGFR","Ttc5",0.0865809019214133
"Gm233461","VEGFR","Gm23346",-0.106545768601292
"Gm378931","VEGFR","Gm37893",-0.0992769585063208
"Gm373131","VEGFR","Gm37313",0.117374204481938
"Lcp2","VEGFR","Lcp2",-0.0901520223201941
"Ccdc62","VEGFR","Ccdc62",0.103195282753496
"Rfc41","VEGFR","Rfc4",-0.101295552361191
"Gm135631","VEGFR","Gm13563",-0.0931588149801902
"Ints6l1","VEGFR","Ints6l",0.113385849044239
"Gm58301","VEGFR","Gm5830",0.103361323660442
"Lpar2","VEGFR","Lpar2",0.0938804933440422
"Cfap441","VEGFR","Cfap44",-0.0872208975875502
"Xrcc3","VEGFR","Xrcc3",0.0897339493460754
"Mfhas1","VEGFR","Mfhas1",-0.0880943358152846
"Gm154411","VEGFR","Gm15441",-0.10146317742203
"6230400D17Rik","VEGFR","6230400D17Rik",-0.0908072847076167
"Gm31786","VEGFR","Gm31786",0.0925956345658043
"Adamts21","VEGFR","Adamts2",0.103414980330005
"Gm15498","VEGFR","Gm15498",0.0866819033619251
"Defb21","VEGFR","Defb2",0.118375511439583
"Igkv4-571","VEGFR","Igkv4-57",-0.124757201869647
"Cfap731","VEGFR","Cfap73",-0.113486756306567
"Gm476391","VEGFR","Gm47639",-0.108129205530891
"Lgals41","VEGFR","Lgals4",0.108886231686025
"Kif19a","VEGFR","Kif19a",0.0896938098095136
"Gm44366","VEGFR","Gm44366",0.0971653101302717
"Rgs19","VEGFR","Rgs19",0.0869053160322747
"Cyth4","VEGFR","Cyth4",-0.0873392622452471
"Amd-ps31","VEGFR","Amd-ps3",0.0885734379273191
"Gm49437","VEGFR","Gm49437",-0.106430483886383
"Ggact","VEGFR","Ggact",0.0852655913551061
"Tbc1d8b1","VEGFR","Tbc1d8b",0.0848510940946981
"Gm13193","VEGFR","Gm13193",-0.0923519975092243
"Ndufa4l2","VEGFR","Ndufa4l2",-0.089547999735134
"D630039A03Rik1","VEGFR","D630039A03Rik",0.124472189758421
"Ripk31","VEGFR","Ripk3",0.10485827126554
"Plk51","VEGFR","Plk5",-0.0878899898594006
"Cramp1","VEGFR","Cramp1",0.0890016650636143
"Aqp71","VEGFR","Aqp7",-0.085064070341956
"Rps3a31","VEGFR","Rps3a3",0.112363924021384
"Rspo11","VEGFR","Rspo1",0.114471222680755
"Gm54811","VEGFR","Gm5481",0.149471087182046
"Fbxw111","VEGFR","Fbxw11",-0.0949357205459141
"Rhebl11","VEGFR","Rhebl1",0.139094010258191
"Gm9755","VEGFR","Gm9755",-0.08604932951673
"Egfl61","VEGFR","Egfl6",0.148995041572134
"Fscn11","VEGFR","Fscn1",-0.108844532147533
"Gm573861","VEGFR","Gm57386",-0.0905785181042688
"Col20a11","VEGFR","Col20a1",0.0903963888337367
"Cox6c21","VEGFR","Cox6c2",0.118769049320064
"Snord981","VEGFR","Snord98",-0.110228243877113
"Ppargc1b1","VEGFR","Ppargc1b",-0.0933055287396115
"Gm209001","VEGFR","Gm20900",0.0940378881859211
"Tcap1","VEGFR","Tcap",-0.0866698487461053
"Adrm1b","VEGFR","Adrm1b",0.0836869690507866
"Gm470151","VEGFR","Gm47015",-0.197205849647491
"Gm571231","VEGFR","Gm57123",0.129215449644918
"Gm36991","VEGFR","Gm3699",-0.121885625451641
"Ceacam21","VEGFR","Ceacam2",0.152353522905247
"Gm361291","VEGFR","Gm36129",-0.109548535750589
"Gm80341","VEGFR","Gm8034",0.11256424908558
"Gm119641","VEGFR","Gm11964",0.0974688803655142
"Nlrc51","VEGFR","Nlrc5",0.0881347777188281
"Dnah10","VEGFR","Dnah10",0.0905332701351232
"Gpm6b","VEGFR","Gpm6b",0.0892430626233515
"Fcer1g1","VEGFR","Fcer1g",0.116800067133606
"Mrpl33","VEGFR","Mrpl33",0.082409593415932
"Retnla1","VEGFR","Retnla",0.288916094900195
"Itih31","VEGFR","Itih3",0.0913509873229844
"Bmp15","VEGFR","Bmp15",0.0925076557686351
"Zfp707","VEGFR","Zfp707",0.089366874601787
"Insl31","VEGFR","Insl3",0.128714418746236
"Ccnb11","VEGFR","Ccnb1",-0.1020099619898
"Gm206921","VEGFR","Gm20692",0.0979711006319304
"2810013P06Rik","VEGFR","2810013P06Rik",0.0976087564533836
"Frem2","VEGFR","Frem2",-0.0869605940375913
"Mapk13","VEGFR","Mapk13",0.084316804561848
"Tada2a","VEGFR","Tada2a",0.0872222992461395
"Gm55217","VEGFR","Gm55217",0.0864016745988578
"Apold11","VEGFR","Apold1",0.0852548459387442
"Prrx2","VEGFR","Prrx2",0.086548700492551
"Thbs41","VEGFR","Thbs4",0.220195278222571
"Itfg1","VEGFR","Itfg1",-0.0854077833372098
"Gm29918","VEGFR","Gm29918",0.0854151793535557
"Gm187301","VEGFR","Gm18730",0.0899119252410524
"Gm98261","VEGFR","Gm9826",0.105623467908782
"Gstp21","VEGFR","Gstp2",0.122144055915136
"Ercc6","VEGFR","Ercc6",0.0839197678914393
"Accs","VEGFR","Accs",-0.0814566057296781
"Gm265421","VEGFR","Gm26542",0.0870860918046962
"Gm7027","VEGFR","Gm7027",0.0843269581503856
"Apobec21","VEGFR","Apobec2",-0.0876216880457376
"Efhc11","VEGFR","Efhc1",0.0870250955585238
"Zfp7601","VEGFR","Zfp760",0.0830266621101481
"Ace21","VEGFR","Ace2",-0.0911007973623168
"Lppos","VEGFR","Lppos",0.0838536056338941
"Zfp354b","VEGFR","Zfp354b",-0.083968636971814
"Gm433141","VEGFR","Gm43314",0.105950654958684
"Gm6711","VEGFR","Gm671",0.14249346282775
"Slc16a71","VEGFR","Slc16a7",0.0925367400655317
"Mst11","VEGFR","Mst1",-0.101169126774545
"Plekhg21","VEGFR","Plekhg2",0.0900619299008449
"Ptgr1","VEGFR","Ptgr1",-0.082395000520882
"Adam331","VEGFR","Adam33",0.0878043148928607
"Tgfa","VEGFR","Tgfa",0.0883686152786304
"Fbxo241","VEGFR","Fbxo24",0.0962787072291607
"Dio11","VEGFR","Dio1",-0.107524444596976
"Gm64211","VEGFR","Gm6421",0.0831869250387489
"Gm323421","VEGFR","Gm32342",-0.0947042750569017
"Gm185881","VEGFR","Gm18588",-0.110046280290304
"Cyp2f21","VEGFR","Cyp2f2",-0.0985637298660424
"Gm500471","VEGFR","Gm50047",0.134245472603862
"Gm440661","VEGFR","Gm44066",0.116701458177417
"Gpr155","VEGFR","Gpr155",-0.0850318191240683
"Polm","VEGFR","Polm",0.0830423645417376
"Cd8a","VEGFR","Cd8a",0.101295408751873
"Gm49501","VEGFR","Gm4950",0.0875325147782103
"Gm490271","VEGFR","Gm49027",0.0806181178883539
"Ddx20","VEGFR","Ddx20",0.0816053140404905
"Gm574031","VEGFR","Gm57403",0.113886999034615
"Tcf21","VEGFR","Tcf21",-0.0815954437539642
"Gm132451","VEGFR","Gm13245",0.0938400977412929
"Fnip11","VEGFR","Fnip1",0.0805426453202802
"Tctn3","VEGFR","Tctn3",0.082551891593265
"Mertk","VEGFR","Mertk",0.0918968005583569
"2310015A16Rik1","VEGFR","2310015A16Rik",0.0934476265569825
"Phkg2","VEGFR","Phkg2",0.0822485759580545
"Adrb1","VEGFR","Adrb1",-0.0853150203579399
"Gm80691","VEGFR","Gm8069",0.0909457704948006
"Igkv2-109","VEGFR","Igkv2-109",0.0827240328383625
"2900009J06Rik1","VEGFR","2900009J06Rik",-0.0830750332974662
"Grik5","VEGFR","Grik5",0.082764257907708
"Gm376221","VEGFR","Gm37622",0.096764724861419
"3110099E03Rik1","VEGFR","3110099E03Rik",0.0823626223456388
"Banp1","VEGFR","Banp",0.0793717086024786
"H1f21","VEGFR","H1f2",0.102521782582297
"Lipg1","VEGFR","Lipg",0.101122295892539
"Gm108741","VEGFR","Gm10874",0.0786701714437736
"Loxl11","VEGFR","Loxl1",0.0983562292656405
"Slc5a2","VEGFR","Slc5a2",-0.0805179248890947
"Gm486051","VEGFR","Gm48605",0.0820683553611603
"Gm25811","VEGFR","Gm2581",0.116365032203431
"Gm81261","VEGFR","Gm8126",0.0990726028175415
"Dennd3","VEGFR","Dennd3",0.0784713096308593
"Gm349171","VEGFR","Gm34917",-0.0868835797629383
"Gm203051","VEGFR","Gm20305",-0.0836726077953706
"Gm312241","VEGFR","Gm31224",-0.0894700436592114
"Col1a21","VEGFR","Col1a2",0.129808182831683
"Gm379631","VEGFR","Gm37963",-0.149214918395193
"Zhx11","VEGFR","Zhx1",0.0788304476287427
"Rac31","VEGFR","Rac3",-0.0816537884326707
"Gm343331","VEGFR","Gm34333",0.0979821372082259
"Gm492231","VEGFR","Gm49223",-0.0903255299859313
"Mien11","VEGFR","Mien1",-0.0921992874824062
"Gm312531","VEGFR","Gm31253",0.08189504872656
"Ahcyl21","VEGFR","Ahcyl2",-0.0902216574532718
"Gm169841","VEGFR","Gm16984",0.0782215634713772
"Dusp61","VEGFR","Dusp6",-0.0860206844509655
"Rpain","VEGFR","Rpain",0.088260505640286
"Gm390781","VEGFR","Gm39078",0.0875699218191223
"H2-Aa","VEGFR","H2-Aa",-0.155514542729867
"Rpl17-ps91","VEGFR","Rpl17-ps9",0.13513650401141
"Lingo41","VEGFR","Lingo4",0.0966344845788852
"Nr4a31","VEGFR","Nr4a3",-0.103946563447956
"Gm434321","VEGFR","Gm43432",-0.122756421922537
"Art4","VEGFR","Art4",0.0870165655326606
"Smim6","VEGFR","Smim6",0.0833277468038285
"Gypc","VEGFR","Gypc",0.0773405667886484
"Cd209b1","VEGFR","Cd209b",-0.0951718793481318
"Pigg1","VEGFR","Pigg",-0.0809177352223384
"Ces1d","VEGFR","Ces1d",0.0814834457837866
"9530052E02Rik1","VEGFR","9530052E02Rik",-0.0777304339441408
"Chn1os3","VEGFR","Chn1os3",-0.0774499391997792
"Folr21","VEGFR","Folr2",0.116779833915109
"1110019B22Rik1","VEGFR","1110019B22Rik",0.0948572823022147
"Wdr95","VEGFR","Wdr95",0.0861010471734926
"Gm45661","VEGFR","Gm4566",0.0806324383724074
"Dcaf12l1","VEGFR","Dcaf12l1",-0.0841640128335343
"1700060C20Rik1","VEGFR","1700060C20Rik",0.0805093846881341
"Srsf111","VEGFR","Srsf11",0.096161419553317
"Rtn4ip1","VEGFR","Rtn4ip1",-0.0862874974102123
"Ncapd3","VEGFR","Ncapd3",0.0901298179117742
"Jrkl1","VEGFR","Jrkl",0.0858870349214135
"Glt1d11","VEGFR","Glt1d1",0.158217158669269
"Gm438581","VEGFR","Gm43858",0.081091303372623
"Prkci","VEGFR","Prkci",0.0767961823831868
"Mcpt41","VEGFR","Mcpt4",0.121132622383239
"Neb1","VEGFR","Neb",0.103181934942624
"Gm148461","VEGFR","Gm14846",-0.0960803864622594
"Sctr1","VEGFR","Sctr",0.0800710825691877
"Gm452251","VEGFR","Gm45225",-0.0893128645007711
"Gm61611","VEGFR","Gm6161",0.0779196069651908
"Fgf11","VEGFR","Fgf1",-0.11060492941534
"Gm123561","VEGFR","Gm12356",0.0859600668111868
